State,City,Year,Avg_AQI,Std_AQI,Avg_Water_Contamination,Avg_Industrial_Emission,Avg_Vehicular_Emission,Avg_GDP,Avg_Population,Avg_Public_Transport,Avg_AQI_Improvement,NCAP_Flag,CI_Lower,CI_Upper,Correlation_AQI_Emission,Projected_AQI_20pct_Cut
Rajasthan,Jaipur,2012,152.8842,18.9707,1.2967,28425.1667,145608.0,1865297.0,11587.0,34.0,-1.1383,No,-2.4216,5.015,-0.0054,143.71
Rajasthan,Jaipur,2013,154.3283,18.9336,1.2533,29828.1667,147307.0,1977214.0,11617.0,34.0,0.8317,No,-2.4577,4.9643,-0.0054,145.07
Rajasthan,Jaipur,2014,158.0283,19.1736,1.2417,25837.8333,150907.0,2095847.0,11681.0,34.0,1.3658,No,-2.5163,4.9997,-0.0054,148.55
Rajasthan,Jaipur,2015,155.1633,20.2475,1.1617,24775.0833,149953.0,2221598.0,11664.0,34.0,-0.325,No,-2.8068,5.1302,-0.0054,145.85
Rajasthan,Jaipur,2016,160.8233,21.4864,1.2083,32316.1667,153259.0,2354894.0,11722.0,34.0,-0.905,No,-3.003,5.4196,-0.0054,151.17
Rajasthan,Jaipur,2017,150.2886,68.1044,3.0037,199173.6019,3403773.4563,2163664.3398,6826.1917,35.8422,3.4414,No,-10.3448,16.3522,-0.0054,141.27
Rajasthan,Jaipur,2018,150.0274,51.2714,2.8996,227509.3315,3739966.9397,2198248.5,6829.4,36.9164,-0.4722,No,-7.1496,12.9488,-0.0054,141.03
Rajasthan,Jaipur,2019,120.5123,49.036,2.8852,92640.6877,4178431.5904,2310182.9041,6851.2247,33.1329,3.1085,Yes,-6.7259,12.4963,-0.0054,113.28
Rajasthan,Jaipur,2020,106.8276,27.046,2.7561,95098.5186,4331030.6862,2420880.6277,7054.7633,34.9947,3.7144,Yes,-2.5449,8.0571,-0.0054,100.42
Rajasthan,Jaipur,2021,168.83,23.6526,1.065,20048.3333,157966.0,3151379.0,11805.0,34.0,1.0833,Yes,-3.5709,5.7009,-0.0054,158.7
Rajasthan,Jaipur,2022,167.5267,23.6966,1.2492,28183.9167,157047.0,3340462.0,11789.0,34.0,-0.9833,Yes,-3.3953,5.8937,-0.0054,157.48
Rajasthan,Jaipur,2023,166.5942,20.6225,1.4975,27702.0,158743.0,3540890.0,11819.0,34.0,-0.6725,Yes,-2.5445,5.5395,-0.0054,156.6
Rajasthan,Jaipur,2024,168.7383,21.0257,1.07,28311.5833,160590.0,3753343.0,11851.0,34.0,0.6017,Yes,-3.051,5.191,-0.0054,158.61
Rajasthan,Jaipur,2025,172.5133,21.8511,1.1875,30410.1667,162005.0,3978544.0,11876.0,34.0,-0.2983,Yes,-3.0953,5.4703,-0.0054,162.16
Tamil Nadu,Chennai,2010,144.7783,16.5742,1.1008,22408.75,46051.0,12724261.0,6982.0,55.0,0.6533,No,-2.1477,4.3493,-0.0054,136.09
Tamil Nadu,Chennai,2011,146.3592,19.9817,1.235,28579.4167,47188.0,13487717.0,7002.0,55.0,0.6658,No,-2.6814,5.1514,-0.0054,137.58
Tamil Nadu,Chennai,2012,148.5667,20.249,1.3008,27713.0,48292.0,14296980.0,7021.0,55.0,0.3892,No,-2.668,5.2696,-0.0054,139.65
Tamil Nadu,Chennai,2013,150.2108,19.3101,1.2517,26708.0833,51626.0,15154798.0,7080.0,55.0,0.0975,No,-2.5331,5.0365,-0.0054,141.2
Tamil Nadu,Chennai,2014,154.4258,20.2231,1.3308,31199.8333,53409.0,16064086.0,7111.0,55.0,-0.6325,No,-2.6329,5.2945,-0.0054,145.16
Tamil Nadu,Chennai,2015,138.2438,51.3941,4.7378,122149.0712,4590517.7151,17173320.7123,28168.1027,53.474,1.3378,No,-5.3354,14.811,-0.0054,129.95
Tamil Nadu,Chennai,2016,135.1694,57.3136,4.7109,142759.0,4951137.0383,17704175.1995,28471.3456,52.8306,-0.2694,No,-6.5226,15.9444,-0.0054,127.06
Tamil Nadu,Chennai,2017,104.4712,50.6348,4.6887,172334.426,5465248.9233,18915833.8466,28557.5795,57.4904,2.7964,No,-5.2357,14.6131,-0.0054,98.2
Tamil Nadu,Chennai,2018,105.4904,40.337,4.7553,161552.5918,5857890.611,19151395.4795,29249.4466,54.1247,0.9505,No,-3.1508,12.6614,-0.0054,99.16
Tamil Nadu,Chennai,2019,102.9425,41.6744,4.6856,117733.3795,6390675.3562,20333119.1452,29553.837,58.0411,1.5084,Yes,-3.4826,12.8538,-0.0054,96.77
Tamil Nadu,Chennai,2020,82.6194,27.304,4.6148,199851.9468,6898559.8351,20105566.9734,29026.8511,50.1223,0.8045,Yes,-0.7368,9.9664,-0.0054,77.66
Tamil Nadu,Chennai,2021,177.9042,21.8607,1.2142,23646.1667,68233.0,24154446.0,7373.0,55.0,0.4508,Yes,-3.0705,5.4989,-0.0054,167.23
Tamil Nadu,Chennai,2022,174.4275,21.9239,1.165,31806.5,69925.0,25603713.0,7403.0,55.0,1.2208,Yes,-3.1321,5.4621,-0.0054,163.96
Tamil Nadu,Chennai,2023,162.7108,19.9577,1.1592,34711.0,60641.0,27139936.0,7239.0,55.0,-0.115,Yes,-2.7525,5.0709,-0.0054,152.95
Tamil Nadu,Chennai,2024,167.3967,22.9399,1.3092,28808.4167,64621.0,28768332.0,7309.0,55.0,0.0558,Yes,-3.187,5.8054,-0.0054,157.35
Tamil Nadu,Chennai,2025,182.8333,24.2113,1.2933,31129.9167,75725.0,30494432.0,7505.0,55.0,-0.0258,Yes,-3.4521,6.0387,-0.0054,171.86
Tamil Nadu,Coimbatore,2010,134.8683,15.9032,1.2717,27421.9167,40361.0,4080603.0,4519.0,34.0,0.0617,No,-1.8453,4.3887,-0.0054,126.78
Tamil Nadu,Coimbatore,2011,135.8225,17.6232,1.1558,28512.0833,42483.0,4325439.0,4556.0,34.0,-0.5492,No,-2.2983,4.6099,-0.0054,127.67
Tamil Nadu,Coimbatore,2012,135.7442,17.1967,1.3358,29771.0,44541.0,4584965.0,4592.0,34.0,0.6508,No,-2.0348,4.7064,-0.0054,127.6
Tamil Nadu,Coimbatore,2013,137.6292,17.8911,1.19,18719.9167,44973.0,4860063.0,4600.0,34.0,0.0658,No,-2.3167,4.6967,-0.0054,129.37
Tamil Nadu,Coimbatore,2014,139.7258,18.512,1.3075,26508.25,45234.0,5151667.0,4605.0,34.0,0.195,No,-2.3209,4.9359,-0.0054,131.34
Tamil Nadu,Coimbatore,2015,147.6458,20.9265,1.185,33119.3333,50600.0,5460767.0,4699.0,34.0,-1.4217,No,-2.9166,5.2866,-0.0054,138.79
Tamil Nadu,Coimbatore,2016,144.8192,20.1063,1.1358,24258.5833,49842.0,5788413.0,4686.0,34.0,-0.2092,No,-2.805,5.0766,-0.0054,136.13
Tamil Nadu,Coimbatore,2017,152.6625,20.0229,1.1083,25605.0,53497.0,6135718.0,4750.0,34.0,-0.3583,No,-2.8162,5.0328,-0.0054,143.5
Tamil Nadu,Coimbatore,2018,155.1375,18.5908,1.2283,29626.9167,56889.0,6503861.0,4810.0,34.0,0.1608,No,-2.4155,4.8721,-0.0054,145.83
Tamil Nadu,Coimbatore,2019,78.3926,16.9575,4.6983,136865.8654,2639706.3582,5479042.5601,8049.4351,34.4423,2.7285,Yes,1.3746,8.022,-0.0054,73.69
Tamil Nadu,Coimbatore,2020,72.8047,25.7359,4.6121,275981.5931,2851509.8856,5581123.1383,8285.7394,36.0957,2.5487,No,-0.4321,9.6563,-0.0054,68.44
Tamil Nadu,Coimbatore,2021,163.0292,19.688,1.1225,25356.5833,62531.0,7746202.0,4910.0,34.0,-0.2075,Yes,-2.7363,4.9813,-0.0054,153.25
Tamil Nadu,Coimbatore,2022,153.0267,19.5309,1.2092,31484.3333,55004.0,8210974.0,4777.0,34.0,-0.8583,Yes,-2.6189,5.0373,-0.0054,143.85
Tamil Nadu,Coimbatore,2023,155.9767,19.9996,1.2033,29581.9167,57919.0,8703633.0,4828.0,34.0,0.8475,Yes,-2.7166,5.1232,-0.0054,146.62
Tamil Nadu,Coimbatore,2024,152.315,20.6764,1.2942,25738.0833,55020.0,9225851.0,4777.0,34.0,1.1825,Yes,-2.7584,5.3468,-0.0054,143.18
Tamil Nadu,Coimbatore,2025,168.2875,19.6061,1.1625,27172.6667,68502.0,9779402.0,5015.0,34.0,-0.8458,Yes,-2.6803,5.0053,-0.0054,158.19
Telangana,Hyderabad,2010,187.5017,24.5963,1.115,20464.75,117504.0,5703294.0,2253.0,38.0,-0.22,No,-3.7059,5.9359,-0.0054,176.25
Telangana,Hyderabad,2011,189.8575,27.2856,1.1975,29834.5,118862.0,6045492.0,2276.0,38.0,0.03,No,-4.1505,6.5455,-0.0054,178.47
Telangana,Hyderabad,2012,189.5425,24.945,1.2825,31118.0,120613.0,6408221.0,2307.0,38.0,1.9917,No,-3.6067,6.1717,-0.0054,178.17
Telangana,Hyderabad,2013,192.5067,24.8698,1.115,21182.5,121145.0,6792714.0,2317.0,38.0,-0.0025,No,-3.7595,5.9895,-0.0054,180.96
Telangana,Hyderabad,2014,194.7892,28.899,1.2067,26478.5,124761.0,7200277.0,2381.0,38.0,-0.0275,No,-4.4575,6.8709,-0.0054,183.1
Telangana,Hyderabad,2015,137.5746,65.2842,4.0891,315950.5345,5255066.982,7433328.2721,19678.7956,32.4959,2.8572,No,-8.7066,16.8848,-0.0054,129.32
Telangana,Hyderabad,2016,120.0943,63.8199,4.0116,216805.3648,5587239.2336,7507289.4631,19826.9617,37.9262,1.8339,No,-8.4971,16.5203,-0.0054,112.89
Telangana,Hyderabad,2017,112.2658,42.7995,4.0411,241713.9014,6328887.7,8040586.6151,20019.7027,35.0164,1.8691,No,-4.3476,12.4298,-0.0054,105.53
Telangana,Hyderabad,2018,97.5562,33.1006,3.9976,383541.5795,6800242.8466,8292031.2822,20266.0178,36.0192,0.8595,No,-2.4901,10.4853,-0.0054,91.7
Telangana,Hyderabad,2019,93.9808,37.3938,4.0541,389780.4342,7195889.6096,8620718.7973,20507.3192,34.7767,3.419,Yes,-3.2751,11.3833,-0.0054,88.34
Telangana,Hyderabad,2020,81.8495,34.7547,3.9064,345848.8963,7969599.4894,9240112.9362,20271.7952,35.7234,3.2382,Yes,-2.9055,10.7183,-0.0054,76.94
Telangana,Hyderabad,2021,213.4775,27.7342,1.2667,28528.0,136433.0,10826555.0,2587.0,38.0,-1.1342,Yes,-4.1692,6.7026,-0.0054,200.67
Telangana,Hyderabad,2022,210.24,28.6781,1.135,32882.4167,134350.0,11476148.0,2550.0,38.0,-0.0917,Yes,-4.4859,6.7559,-0.0054,197.63
Telangana,Hyderabad,2023,218.49,28.6642,1.4208,35408.25,144236.0,12164717.0,2724.0,38.0,0.0,Yes,-4.1974,7.039,-0.0054,205.38
Telangana,Hyderabad,2024,212.06,30.0582,1.1033,21994.0833,136728.0,12894600.0,2592.0,38.0,0.6067,Yes,-4.7881,6.9947,-0.0054,199.34
Telangana,Hyderabad,2025,208.7617,28.6617,1.2983,26302.8333,134109.0,13668276.0,2546.0,38.0,0.2325,Yes,-4.3194,6.916,-0.0054,196.24
Uttar Pradesh,Lucknow,2010,206.1775,26.0633,1.3267,37222.9167,243297.0,710918.0,5617.0,26.5,-0.6067,No,-3.7817,6.4351,-0.0054,193.81
Uttar Pradesh,Lucknow,2011,209.8233,25.4678,1.25,32239.3333,245274.0,753573.0,5651.0,26.5,0.3942,No,-3.7417,6.2417,-0.0054,197.23
Uttar Pradesh,Lucknow,2012,212.19,28.6786,1.3842,26431.6667,246638.0,798787.0,5675.0,26.5,0.2408,No,-4.2368,7.0052,-0.0054,199.46
Uttar Pradesh,Lucknow,2013,210.0358,22.3982,1.2233,28828.4167,246660.0,846715.0,5676.0,26.5,-1.555,No,-3.1667,5.6133,-0.0054,197.43
Uttar Pradesh,Lucknow,2014,213.7817,25.5713,1.1217,30652.9167,250968.0,897517.0,5752.0,26.5,0.4817,No,-3.8903,6.1337,-0.0054,200.95
Uttar Pradesh,Lucknow,2015,221.1781,123.0231,2.1867,332265.3986,2177092.4274,953804.6192,1916.8438,32.3575,0.6354,No,-21.9258,26.2992,-0.0054,207.91
Uttar Pradesh,Lucknow,2016,234.1585,121.956,2.3298,210020.3361,2421160.3648,1006438.9167,1947.5546,33.0423,0.501,No,-21.5736,26.2332,-0.0054,220.11
Uttar Pradesh,Lucknow,2017,236.8521,121.1303,2.4214,150803.011,2597886.1726,1012312.8493,1975.3753,35.1247,-0.2589,No,-21.3201,26.1629,-0.0054,222.64
Uttar Pradesh,Lucknow,2018,233.7726,111.0119,2.0411,184663.4932,2824024.8603,1092669.0151,1994.7685,35.1466,1.8123,No,-19.7172,23.7994,-0.0054,219.75
Uttar Pradesh,Lucknow,2019,202.5616,100.5439,2.4514,238883.5082,3080102.411,1140098.4603,2024.8603,32.0795,2.8469,Yes,-17.2552,22.158,-0.0054,190.41
Uttar Pradesh,Lucknow,2020,158.8925,83.3656,2.3662,200361.8378,3338790.1809,1252320.0505,2145.4654,31.766,4.9415,Yes,-13.9735,18.7059,-0.0054,149.36
Uttar Pradesh,Lucknow,2021,224.3633,30.5322,1.1575,22463.8333,254905.0,1349534.0,5821.0,26.5,-0.4733,Yes,-4.8268,7.1418,-0.0054,210.9
Uttar Pradesh,Lucknow,2022,223.6633,28.2136,1.2,32887.3333,257212.0,1430506.0,5862.0,26.5,0.6108,Yes,-4.3299,6.7299,-0.0054,210.24
Uttar Pradesh,Lucknow,2023,240.1875,27.5767,1.3275,26725.4167,270304.0,1516337.0,6093.0,26.5,-1.6025,Yes,-4.0775,6.7325,-0.0054,225.78
Uttar Pradesh,Lucknow,2024,230.585,30.7704,1.3358,30771.0833,263798.0,1607317.0,5978.0,26.5,1.0825,Yes,-4.6952,7.3668,-0.0054,216.75
Uttar Pradesh,Lucknow,2025,229.9092,29.1267,1.1375,32049.4167,262257.0,1703756.0,5951.0,26.5,0.3467,Yes,-4.5713,6.8463,-0.0054,216.11
West Bengal,Kolkata,2010,220.915,26.5604,1.3692,22771.3333,36925.0,8985713.0,6484.0,56.5,-0.2508,No,-3.8366,6.575,-0.0054,207.66
West Bengal,Kolkata,2011,225.7108,32.3027,1.1592,33097.5833,38375.0,9524855.0,6509.0,56.5,0.2133,No,-5.1721,7.4905,-0.0054,212.17
West Bengal,Kolkata,2012,225.6233,28.2407,1.2917,30614.3333,39215.0,10096347.0,6524.0,56.5,-0.1867,No,-4.2435,6.8269,-0.0054,212.09
West Bengal,Kolkata,2013,230.3908,31.39,1.1975,28038.5,41794.0,10702128.0,6569.0,56.5,-1.3783,No,-4.9549,7.3499,-0.0054,216.57
West Bengal,Kolkata,2014,234.3142,29.3774,1.275,30518.75,44555.0,11344255.0,6618.0,56.5,1.2517,No,-4.483,7.033,-0.0054,220.26
West Bengal,Kolkata,2015,232.0825,31.3984,1.1233,33513.6667,43714.0,12024910.0,6603.0,56.5,0.1042,No,-5.0308,7.2774,-0.0054,218.16
West Bengal,Kolkata,2016,240.9933,30.6007,1.3667,19527.5833,49066.0,12746405.0,6698.0,56.5,-0.415,No,-4.631,7.3644,-0.0054,226.53
West Bengal,Kolkata,2017,240.8525,26.9092,1.195,34918.3333,49282.0,13511189.0,6702.0,56.5,-0.6933,No,-4.0792,6.4692,-0.0054,226.4
West Bengal,Kolkata,2018,136.3768,112.983,4.1174,258836.7026,4255719.9963,12277860.2844,26496.8011,55.2026,0.4631,No,-18.0273,26.2621,-0.0054,128.19
West Bengal,Kolkata,2019,143.9096,104.6162,4.0249,293600.4671,4653006.163,12378003.5726,26669.3521,55.2575,1.202,Yes,-16.4799,24.5297,-0.0054,135.28
West Bengal,Kolkata,2020,121.1272,79.5215,3.967,266715.2447,4983887.4628,13044089.117,26609.8723,52.0984,3.2544,Yes,-11.6192,19.5532,-0.0054,113.86
West Bengal,Kolkata,2021,248.1108,34.4432,1.1242,31891.6667,55681.0,17057565.0,6815.0,56.5,1.6367,Yes,-5.6267,7.8751,-0.0054,233.22
West Bengal,Kolkata,2022,241.0242,33.4982,1.2075,28063.6667,51041.0,18081019.0,6733.0,56.5,-1.1567,Yes,-5.3581,7.7731,-0.0054,226.56
West Bengal,Kolkata,2023,251.3792,33.3119,1.2292,22943.1667,54203.0,19165880.0,6788.0,56.5,0.0433,Yes,-5.2999,7.7583,-0.0054,236.3
West Bengal,Kolkata,2024,250.51,30.1837,1.29,23969.8333,57820.0,20315833.0,6852.0,56.5,0.1742,Yes,-4.626,7.206,-0.0054,235.48
West Bengal,Kolkata,2025,241.7983,26.6862,1.2592,25094.8333,52260.0,21534783.0,6754.0,56.5,-1.3508,Yes,-3.9713,6.4897,-0.0054,227.29
